BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201604,25,1725,201604,25,1725,121062,724733,ILLINOIS,17,2016,April,Hail,C,31,COOK,LOT,4/25/2016 17:25,CST-6,4/25/2016 17:25,0,0,0,0,0.00K,0.00K,Public,1,,,,,,,,,,,0,N,GLENVIEW,0,N,GLENVIEW,42.07,-87.8,42.07,-87.8,"Scattered strong to severe thunderstorms moved across far northeast Illinois during the afternoon and evening of April 26th producing large hail, which damaged vehicles in Wauconda.",,CSV
201604,25,1809,201604,25,1815,121062,724735,ILLINOIS,17,2016,April,Hail,C,97,LAKE,LOT,4/25/2016 18:09,CST-6,4/25/2016 18:15,0,0,0,0,0.00K,0.00K,Trained Spotter,1.5,,,,,,,,,,,0,N,MUNDELEIN,0,N,MUNDELEIN,42.27,-88,42.27,-88,"Scattered strong to severe thunderstorms moved across far northeast Illinois during the afternoon and evening of April 26th producing large hail, which damaged vehicles in Wauconda.",Ping pong ball size hail was reported near Chevy Chase Road. Quarter size hail was reported near Carmel High School and near the intersection of Butterfield and North Huntington Roads.,CSV
201604,25,1815,201604,25,1815,121062,724736,ILLINOIS,17,2016,April,Hail,C,97,LAKE,LOT,4/25/2016 18:15,CST-6,4/25/2016 18:15,0,0,0,0,0.00K,0.00K,Public,1.25,,,,,,,,,,,0,N,VERNON HILLS,0,N,VERNON HILLS,42.23,-87.97,42.23,-87.97,"Scattered strong to severe thunderstorms moved across far northeast Illinois during the afternoon and evening of April 26th producing large hail, which damaged vehicles in Wauconda.",,CSV
201604,25,2031,201604,25,2031,121062,724738,ILLINOIS,17,2016,April,Hail,C,31,COOK,LOT,4/25/2016 20:31,CST-6,4/25/2016 20:31,0,0,0,0,0.00K,0.00K,Public,1,,,,,,,,,,,0.86,NW,FOREST GLEN,0.86,NW,FOREST GLEN,41.98,-87.81,41.98,-87.81,"Scattered strong to severe thunderstorms moved across far northeast Illinois during the afternoon and evening of April 26th producing large hail, which damaged vehicles in Wauconda.",,CSV
201604,25,2032,201604,25,2032,121062,724739,ILLINOIS,17,2016,April,Hail,C,31,COOK,LOT,4/25/2016 20:32,CST-6,4/25/2016 20:32,0,0,0,0,0.00K,0.00K,Public,1,,,,,,,,,,,0,N,NORRIDGE,0,N,NORRIDGE,41.97,-87.8,41.97,-87.8,"Scattered strong to severe thunderstorms moved across far northeast Illinois during the afternoon and evening of April 26th producing large hail, which damaged vehicles in Wauconda.",Quarter size hail was reported near the intersection of Montrose and Ottawa.,CSV
201604,25,2040,201604,25,2040,121062,724740,ILLINOIS,17,2016,April,Hail,C,31,COOK,LOT,4/25/2016 20:40,CST-6,4/25/2016 20:40,0,0,0,0,0.00K,0.00K,Public,1,,,,,,,,,,,4,ESE,HARWOOD HGTS,4,ESE,HARWOOD HGTS,41.9479,-87.7081,41.9479,-87.7081,"Scattered strong to severe thunderstorms moved across far northeast Illinois during the afternoon and evening of April 26th producing large hail, which damaged vehicles in Wauconda.",Quarter size hail was reported near the intersection of Irving Park and Pulaski Roads.,CSV
201604,25,2045,201604,25,2045,121062,724741,ILLINOIS,17,2016,April,Hail,C,31,COOK,LOT,4/25/2016 20:45,CST-6,4/25/2016 20:45,0,0,0,0,0.00K,0.00K,Public,1,,,,,,,,,,,3,NNW,CHICAGO,3,NNW,CHICAGO,41.8701,-87.6723,41.8701,-87.6723,"Scattered strong to severe thunderstorms moved across far northeast Illinois during the afternoon and evening of April 26th producing large hail, which damaged vehicles in Wauconda.",Quarter size hail was reported in Lincoln Park.,CSV
201603,16,1200,201603,16,1600,121055,724701,ILLINOIS,17,2016,March,High Wind,Z,3,WINNEBAGO,LOT,3/16/2016 12:00,CST-6,3/16/2016 16:00,0,0,0,0,1.00K,0.00K,Broadcast Media,50,EG,,,,,,,,,,,,,,,,,,,,"A strong area of low pressure moved across the Western Great Lakes on March 16th producing wind gusts between 50 and 60 mph.  Numerous trees and tree limbs were blown down.  A tree was uprooted and fell onto a home in Lyons.  In Bensenville, a tree fell onto a house and another tree up to 20 inches in diameter was snapped at its base and fell onto power lines.  A street lamp was blown down in Chicago.  A three foot diameter tree was blown down in Cherry Valley.",,CSV
201603,15,1947,201603,15,1947,121054,724688,ILLINOIS,17,2016,March,Hail,C,99,LA SALLE,LOT,3/15/2016 19:47,CST-6,3/15/2016 19:47,0,0,0,0,0.00K,0.00K,Public,1.25,,,,,,,,,,,3,W,LOSTANT,3,W,LOSTANT,41.15,-89.1277,41.15,-89.1277,A line of strong to severe thunderstorms moved across northeast Illinois producing large hail and localized wind damage.,,CSV
201603,15,2027,201603,15,2027,121054,724689,ILLINOIS,17,2016,March,Hail,C,99,LA SALLE,LOT,3/15/2016 20:27,CST-6,3/15/2016 20:27,0,0,0,0,0.00K,0.00K,Public,1.25,,,,,,,,,,,0,N,PERU,0,N,PERU,41.33,-89.13,41.33,-89.13,A line of strong to severe thunderstorms moved across northeast Illinois producing large hail and localized wind damage.,,CSV
201603,15,2045,201603,15,2045,121054,724690,ILLINOIS,17,2016,March,Hail,C,105,LIVINGSTON,LOT,3/15/2016 20:45,CST-6,3/15/2016 20:45,0,0,0,0,0.00K,0.00K,COOP Observer,1.25,,,,,,,,,,,0,N,CHATSWORTH,0,N,CHATSWORTH,40.75,-88.28,40.75,-88.28,A line of strong to severe thunderstorms moved across northeast Illinois producing large hail and localized wind damage.,,CSV
201610,6,1838,201610,6,1838,110401,659584,ILLINOIS,17,2016,October,Thunderstorm Wind,C,97,LAKE,LOT,10/6/2016 18:38,CST-6,10/6/2016 18:38,0,0,0,0,0.00K,0.00K,Trained Spotter,50,EG,,,,,,,,,,1.01,WSW,VERNON HILLS,1.01,WSW,VERNON HILLS,42.2221,-87.9865,42.2221,-87.9865,"A few severe thunderstorms moved across northern Illinois the evening of the 6th, with gusty winds and heavy rain.",Twenty inch diameter tree down near Cherry Valley Rd and Court of Shorewood Rd.,CSV
201603,15,2142,201603,15,2142,121054,724696,ILLINOIS,17,2016,March,Thunderstorm Wind,C,91,KANKAKEE,LOT,3/15/2016 21:42,CST-6,3/15/2016 21:42,0,0,0,0,1.00K,0.00K,NWS Storm Survey,50,EG,,,,,,,,,,2,NE,ST ANNE,2,NE,ST ANNE,41.0405,-87.6929,41.0405,-87.6929,A line of strong to severe thunderstorms moved across northeast Illinois producing large hail and localized wind damage.,Power lines were blown down.,CSV
201603,15,2242,201603,15,2242,121054,724697,ILLINOIS,17,2016,March,Hail,C,91,KANKAKEE,LOT,3/15/2016 22:42,CST-6,3/15/2016 22:42,0,0,0,0,0.00K,0.00K,Emergency Manager,1.25,,,,,,,,,,,0,N,GRANT PARK,0,N,GRANT PARK,41.23,-87.65,41.23,-87.65,A line of strong to severe thunderstorms moved across northeast Illinois producing large hail and localized wind damage.,,CSV
201603,16,1200,201603,16,1600,121055,724699,ILLINOIS,17,2016,March,High Wind,Z,14,COOK,LOT,3/16/2016 12:00,CST-6,3/16/2016 16:00,0,0,0,0,15.00K,0.00K,Public,50,EG,,,,,,,,,,,,,,,,,,,,"A strong area of low pressure moved across the Western Great Lakes on March 16th producing wind gusts between 50 and 60 mph.  Numerous trees and tree limbs were blown down.  A tree was uprooted and fell onto a home in Lyons.  In Bensenville, a tree fell onto a house and another tree up to 20 inches in diameter was snapped at its base and fell onto power lines.  A street lamp was blown down in Chicago.  A three foot diameter tree was blown down in Cherry Valley.",,CSV
201603,15,2120,201603,15,2120,121054,724691,ILLINOIS,17,2016,March,Hail,C,91,KANKAKEE,LOT,3/15/2016 21:20,CST-6,3/15/2016 21:20,0,0,0,0,0.00K,0.00K,Emergency Manager,1.25,,,,,,,,,,,0,N,ST ANNE,0,N,ST ANNE,41.02,-87.72,41.02,-87.72,A line of strong to severe thunderstorms moved across northeast Illinois producing large hail and localized wind damage.,,CSV
201603,15,2122,201603,15,2122,121054,724692,ILLINOIS,17,2016,March,Hail,C,75,IROQUOIS,LOT,3/15/2016 21:22,CST-6,3/15/2016 21:22,0,0,0,0,0.00K,0.00K,Trained Spotter,1,,,,,,,,,,,0,N,BEAVERVILLE,0,N,BEAVERVILLE,40.95,-87.65,40.95,-87.65,A line of strong to severe thunderstorms moved across northeast Illinois producing large hail and localized wind damage.,,CSV
201603,15,2134,201603,15,2134,121054,724693,ILLINOIS,17,2016,March,Hail,C,201,WINNEBAGO,LOT,3/15/2016 21:34,CST-6,3/15/2016 21:34,0,0,0,0,0.00K,0.00K,Trained Spotter,1,,,,,,,,,,,3,SE,ROCKFORD,3,SE,ROCKFORD,42.2393,-89.0385,42.2393,-89.0385,A line of strong to severe thunderstorms moved across northeast Illinois producing large hail and localized wind damage.,,CSV
201603,15,2137,201603,15,2137,121054,724695,ILLINOIS,17,2016,March,Thunderstorm Wind,C,91,KANKAKEE,LOT,3/15/2016 21:37,CST-6,3/15/2016 21:37,0,0,0,0,10.00K,0.00K,NWS Storm Survey,65,EG,,,,,,,,,,1,NW,ST ANNE,1,NW,ST ANNE,41.0302,-87.7336,41.0302,-87.7336,A line of strong to severe thunderstorms moved across northeast Illinois producing large hail and localized wind damage.,A silo was blown into a field and destroyed.  Power lines were damaged by the silo.,CSV
201603,16,1200,201603,16,1600,121055,724700,ILLINOIS,17,2016,March,High Wind,Z,13,DU PAGE,LOT,3/16/2016 12:00,CST-6,3/16/2016 16:00,0,0,0,0,3.50K,0.00K,Emergency Manager,50,EG,,,,,,,,,,,,,,,,,,,,"A strong area of low pressure moved across the Western Great Lakes on March 16th producing wind gusts between 50 and 60 mph.  Numerous trees and tree limbs were blown down.  A tree was uprooted and fell onto a home in Lyons.  In Bensenville, a tree fell onto a house and another tree up to 20 inches in diameter was snapped at its base and fell onto power lines.  A street lamp was blown down in Chicago.  A three foot diameter tree was blown down in Cherry Valley.",,CSV
201603,16,1200,201603,16,1600,121055,724702,ILLINOIS,17,2016,March,High Wind,Z,14,COOK,LOT,3/16/2016 12:00,CST-6,3/16/2016 16:00,0,0,0,0,20.00K,0.00K,Public,50,EG,,,,,,,,,,,,,,,,,,,,"A strong area of low pressure moved across the Western Great Lakes on March 16th producing wind gusts between 50 and 60 mph.  Numerous trees and tree limbs were blown down.  A tree was uprooted and fell onto a home in Lyons.  In Bensenville, a tree fell onto a house and another tree up to 20 inches in diameter was snapped at its base and fell onto power lines.  A street lamp was blown down in Chicago.  A three foot diameter tree was blown down in Cherry Valley.",,CSV
201603,16,1200,201603,16,1600,121055,724703,ILLINOIS,17,2016,March,High Wind,Z,13,DU PAGE,LOT,3/16/2016 12:00,CST-6,3/16/2016 16:00,0,0,0,0,15.00K,0.00K,Emergency Manager,50,EG,,,,,,,,,,,,,,,,,,,,"A strong area of low pressure moved across the Western Great Lakes on March 16th producing wind gusts between 50 and 60 mph.  Numerous trees and tree limbs were blown down.  A tree was uprooted and fell onto a home in Lyons.  In Bensenville, a tree fell onto a house and another tree up to 20 inches in diameter was snapped at its base and fell onto power lines.  A street lamp was blown down in Chicago.  A three foot diameter tree was blown down in Cherry Valley.",,CSV
201602,28,1200,201602,28,1600,103494,618546,ILLINOIS,17,2016,February,Strong Wind,Z,45,CHAMPAIGN,ILX,2/28/2016 12:00,CST-6,2/28/2016 16:00,0,0,0,0,1.00K,0.00K,Law Enforcement,43,EG,,,,,,,,,,,,,,,,,,,,The pressure gradient between a departing high and an approaching cold front produced strong southwesterly winds across central Illinois on February 28th.  Winds gusting as high as 40 to 50 mph were focused mainly along and east of the I-55 corridor during the afternoon.  Minor wind damage was reported in Champaign and Effingham counties.,A light pole was blown down on the Neil Street on-ramp to westbound I-74 in Champaign at around 1400 CST.,CSV
201602,28,1200,201602,28,1600,103494,618547,ILLINOIS,17,2016,February,Strong Wind,Z,66,EFFINGHAM,ILX,2/28/2016 12:00,CST-6,2/28/2016 16:00,0,0,0,0,1.00K,0.00K,Emergency Manager,43,EG,,,,,,,,,,,,,,,,,,,,The pressure gradient between a departing high and an approaching cold front produced strong southwesterly winds across central Illinois on February 28th.  Winds gusting as high as 40 to 50 mph were focused mainly along and east of the I-55 corridor during the afternoon.  Minor wind damage was reported in Champaign and Effingham counties.,A carport was blown over near the intersection of IL-32/IL-33 and Nazarene Road 4 miles northwest of Effingham at around 1335 CST.,CSV
201609,9,1731,201609,9,1750,109971,657507,ILLINOIS,17,2016,September,Tornado,C,19,CHAMPAIGN,ILX,9/9/2016 17:31,CST-6,9/9/2016 17:50,0,0,0,0,800.00K,100.00K,NWS Storm Survey,,,,,EF2,6.26,75,,,,,0.38,ENE,BLOCK,2.19,SSE,HOMER,39.9728,-88.0739,39.9991,-87.9608,"Scattered severe thunderstorms developed along a warm front extending across central Illinois during the late afternoon and evening of September 9th.  A Mesoscale Convective Vortex (MCV) associated with a complex of thunderstorms that had developed the previous night across Kansas interacted with the boundary to greatly enhance low-level wind shear across east-central Illinois.  As new thunderstorm cells developed and moved into this area of stronger shear, many of them began to rotate.  Four tornadoes touched down across portions of Champaign, Vermilion, and Clark counties between 6:30pm CDT and 7:15pm CDT, including an EF-2 tornado that produced considerable damage across southern Champaign County.","A tornado touched down in a field 3.6 miles south of Sidney at 6:31pm CDT.  The tornado tracked northeastward for more than two miles damaging corn and soybean crops before destroying a garage and a large shed.  A car and large RV were also damaged.  A barn was destroyed less than one mile away before the tornado moved into a cemetery, where it damaged several headstones and two trees.  The most extensive damage occurred at a farmstead further northeast, where three outbuildings were destroyed and a house was pushed off its foundation causing it to collapse.  The tornado then dissipated in a field 2.5 miles south of Homer at 6:50pm CDT.",CSV
201603,15,1825,201603,15,1835,104323,625078,ILLINOIS,17,2016,March,Tornado,C,161,ROCK ISLAND,DVN,3/15/2016 18:25,CST-6,3/15/2016 18:35,10,0,0,0,750.00K,0.00K,NWS Storm Survey,,,,,EF2,4.78,200,,,,,1.07,NNE,BARSTOW,1.41,NE,RAPIDS CITY,41.5342,-90.3616,41.5918,-90.3277,"A strong area of low pressure and associated warm front tracked northeast from Missouri into northern Illinois late in the day.  Numerous severe thunderstorms developed over the region, bringing large hail, damaging winds, and several tornadoes to the area.  The warm front lifting north was a focus area for tornadic supercells.",An EF-2 tornado tracked north then curved to the east through upper Rock Island county.  An estimated 40 homes were damaged with the most severe damage to a neighborhood in rural East Moline where 10 homes were completely destroyed.  Ten people reported minor injuries.  The maximum wind with this tornado were estimated at  130 mph.,CSV
201604,27,2020,201604,27,2026,105246,630820,ILLINOIS,17,2016,April,Hail,C,67,HANCOCK,DVN,4/27/2016 20:20,CST-6,4/27/2016 20:26,0,0,0,0,0.00K,0.00K,Law Enforcement,1,,,,,,,,,,,0.87,SW,HAMILTON,0.87,SW,HAMILTON,40.39,-91.36,40.39,-91.36,A storm system moved along the Iowa and Missouri border and into central Illinois during the evening hours of the 27th.  Scattered thunderstorms moved into Hancock County from northeast Missouri and produced an isolated report of hail up to the size of a quarter.,Law Enforcement reported hail that started out as pea sized around 920 PM and increase in size to quarters.,CSV
201604,27,2110,201604,27,2110,105246,630821,ILLINOIS,17,2016,April,Hail,C,67,HANCOCK,DVN,4/27/2016 21:10,CST-6,4/27/2016 21:10,0,0,0,0,0.00K,0.00K,Trained Spotter,0.88,,,,,,,,,,,0.53,E,BOWEN,0.53,E,BOWEN,40.23,-91.06,40.23,-91.06,A storm system moved along the Iowa and Missouri border and into central Illinois during the evening hours of the 27th.  Scattered thunderstorms moved into Hancock County from northeast Missouri and produced an isolated report of hail up to the size of a quarter.,A trained spotter reported penny to nickel sized hail.,CSV
201602,24,600,201602,24,2100,103493,618538,ILLINOIS,17,2016,February,Blizzard,Z,38,MCLEAN,ILX,2/24/2016 6:00,CST-6,2/24/2016 21:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A powerful winter storm system impacted parts of central and southeast Illinois on February 24th, bringing snow and strong winds.  Low pressure tracked from east Texas during the evening of February 23rd to Ohio by the evening of the 24th.  This particular track focused the heaviest precipitation across east-central Illinois, mainly east of the I-55 corridor.  Snowfall amounts generally ranged from 3 to 6 inches: however, very strong northerly winds gusting as high as 45 to 55 mph created blizzard conditions for several hours.  Considerable blowing and drifting snow reduced visibility to less than 1/4 mile at times, and caused numerous traffic accidents.  One person died in Cumberland County as a result of a collision with a semi truck.","Weather observers across McLean County reported snowfall amounts of 3 to 4 inches.  Winds gusting to between 40 and 50 mph created whiteout conditions from 0800 to 1300 CST.  Snow-covered roads and poor visibility due to falling and blowing snow contributed to numerous traffic accidents across the county, especially on I-74.  Portions of I-74 and IL-9 were closed at times.  In addition, many trees and power lines were blown down, resulting in scattered power outages.",CSV
201602,24,630,201602,24,2000,103493,618540,ILLINOIS,17,2016,February,Blizzard,Z,44,PIATT,ILX,2/24/2016 6:30,CST-6,2/24/2016 20:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A powerful winter storm system impacted parts of central and southeast Illinois on February 24th, bringing snow and strong winds.  Low pressure tracked from east Texas during the evening of February 23rd to Ohio by the evening of the 24th.  This particular track focused the heaviest precipitation across east-central Illinois, mainly east of the I-55 corridor.  Snowfall amounts generally ranged from 3 to 6 inches: however, very strong northerly winds gusting as high as 45 to 55 mph created blizzard conditions for several hours.  Considerable blowing and drifting snow reduced visibility to less than 1/4 mile at times, and caused numerous traffic accidents.  One person died in Cumberland County as a result of a collision with a semi truck.","Weather observers across Piatt County reported snowfall amounts of 3 to 4 inches.  Winds gusting to between 40 and 50 mph created whiteout conditions from 1100 to 1500 CST.  Snow-covered roads and poor visibility due to falling and blowing snow contributed to numerous traffic accidents across the county, especially on I-74.  In addition, many trees and power lines were blown down, resulting in scattered power outages.",CSV
201602,24,500,201602,24,1600,103493,618544,ILLINOIS,17,2016,February,Winter Storm,Z,53,MACON,ILX,2/24/2016 5:00,CST-6,2/24/2016 16:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"A powerful winter storm system impacted parts of central and southeast Illinois on February 24th, bringing snow and strong winds.  Low pressure tracked from east Texas during the evening of February 23rd to Ohio by the evening of the 24th.  This particular track focused the heaviest precipitation across east-central Illinois, mainly east of the I-55 corridor.  Snowfall amounts generally ranged from 3 to 6 inches: however, very strong northerly winds gusting as high as 45 to 55 mph created blizzard conditions for several hours.  Considerable blowing and drifting snow reduced visibility to less than 1/4 mile at times, and caused numerous traffic accidents.  One person died in Cumberland County as a result of a collision with a semi truck.","Weather observers across Macon County reported snowfall amounts of 3 to 4 inches, with drifts to around 1 foot.  Winds gusting to between 40 and 50 mph created near whiteout conditions from 0900 to 1100 CST.  Snow-covered roads and poor visibility due to falling and blowing snow contributed to numerous traffic accidents across the county, especially on I-72 which was closed for 2 to 4 hours.  Several cars were stranded in deep snow and a snow plow got stuck on a county road.  In addition, many trees and power lines were blown down, resulting in scattered power outages.",CSV
