BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201206,16,1850,201206,16,1855,65608,392758,ILLINOIS,17,2012,June,Thunderstorm Wind,C,179,TAZEWELL,ILX,6/16/2012 18:50,CST-6,6/16/2012 18:55,0,0,0,0,0.00K,0.00K,Newspaper,52,EG,,,,,,,,,,0,N,TREMONT,0,N,TREMONT,40.52,-89.48,40.52,-89.48,"An upper-level disturbance interacting with an approaching cold front triggered scattered thunderstorms across north-central Illinois during the late afternoon and evening of June 16th.  A few of the storms became severe, producing spotty wind damage and large hail.  In addition, lightning caused a house fire in Dunlap in Peoria County.",A tree was blown onto a house in Tremont.  Several power lines were knocked down around town as well.,CSV
201206,16,1900,201206,16,1905,65608,392759,ILLINOIS,17,2012,June,Thunderstorm Wind,C,143,PEORIA,ILX,6/16/2012 19:00,CST-6,6/16/2012 19:05,0,0,0,0,0.00K,0.00K,Newspaper,52,EG,,,,,,,,,,1.34,ENE,PEORIA,1.34,ENE,PEORIA,40.7041,-89.575,40.7041,-89.575,"An upper-level disturbance interacting with an approaching cold front triggered scattered thunderstorms across north-central Illinois during the late afternoon and evening of June 16th.  A few of the storms became severe, producing spotty wind damage and large hail.  In addition, lightning caused a house fire in Dunlap in Peoria County.",Several power lines were blown down.,CSV
201206,29,1338,201206,29,1339,65615,392762,ILLINOIS,17,2012,June,Hail,C,183,VERMILION,ILX,6/29/2012 13:38,CST-6,6/29/2012 13:39,0,0,0,0,0.00K,0.00K,Emergency Manager,2,,,,,,,,,,,0,N,(DNV)VERMLION APT DA,0,N,(DNV)VERMLION APT DA,40.2,-87.6,40.2,-87.6,"A large complex of severe thunderstorms tracked across northern Illinois into north-central Indiana during the late morning and early afternoon of June 29th.  The southwest edge of this area of storms clipped portions of Vermilion County, producing hail up to the size of baseballs northwest of Danville.",,CSV
201206,19,0,201206,30,2359,65622,392885,ILLINOIS,17,2012,June,Drought,Z,43,DE WITT,ILX,6/19/2012 0:00,CST-6,6/30/2012 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"An extended period of dry weather continued to worsen across central and southeast Illinois during the month of June...with most locations reporting monthly rainfall deficits of 2 to 4 inches.  Due to an abnormally warm and dry spring, yearly rainfall deficits since January 1st grew to as much as 5 to 10 inches in June.  The prolonged period of dry weather caused many locations along and south of I-72 to become classified in severe drought conditions (D2).","Very warm and dry conditions developed across DeWitt County in June. Observers from Clinton to Farmer City reported only 0.50 to 1.50 of rain for the month. Farmer City had their 5th driest June on record. As a result, DeWitt County was designated as a Severe Drought area on June 19th. Local officials instituted a ban on open burning.",CSV
201206,19,0,201206,30,2359,65622,392887,ILLINOIS,17,2012,June,Drought,Z,67,JASPER,ILX,6/19/2012 0:00,CST-6,6/30/2012 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"An extended period of dry weather continued to worsen across central and southeast Illinois during the month of June...with most locations reporting monthly rainfall deficits of 2 to 4 inches.  Due to an abnormally warm and dry spring, yearly rainfall deficits since January 1st grew to as much as 5 to 10 inches in June.  The prolonged period of dry weather caused many locations along and south of I-72 to become classified in severe drought conditions (D2).","Very warm and dry conditions developed across Jasper County in June. The flow of the Embarras River at Ste. Marie was only in the 8th percentile during the last half of the month. As a result, Jasper County was designated as a Severe Drought area on June 19th. Local officials instituted a ban on open burning.",CSV
201206,19,0,201206,30,2359,65622,392890,ILLINOIS,17,2012,June,Drought,Z,73,LAWRENCE,ILX,6/19/2012 0:00,CST-6,6/30/2012 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"An extended period of dry weather continued to worsen across central and southeast Illinois during the month of June...with most locations reporting monthly rainfall deficits of 2 to 4 inches.  Due to an abnormally warm and dry spring, yearly rainfall deficits since January 1st grew to as much as 5 to 10 inches in June.  The prolonged period of dry weather caused many locations along and south of I-72 to become classified in severe drought conditions (D2).","Very warm and dry conditions developed in Lawrence County during June. Rain only occurred twice during the month at Lawrenceville, for a total of 0.09. This was the driest June on record. The flow of the Embarras River at Lawrenceville was only in the 10th percentile. The county was designated in a Severe Drought on June 19th, and an Extreme Drought on June 27th. Local officials instituted a ban on open burning.",CSV
201206,19,0,201206,30,2359,65622,392892,ILLINOIS,17,2012,June,Drought,Z,42,LOGAN,ILX,6/19/2012 0:00,CST-6,6/30/2012 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"An extended period of dry weather continued to worsen across central and southeast Illinois during the month of June...with most locations reporting monthly rainfall deficits of 2 to 4 inches.  Due to an abnormally warm and dry spring, yearly rainfall deficits since January 1st grew to as much as 5 to 10 inches in June.  The prolonged period of dry weather caused many locations along and south of I-72 to become classified in severe drought conditions (D2).","Very warm and dry conditions developed across Logan County in June. Rainfall in Lincoln only totaled 0.58 for the month, which was the 3rd driest June on record. As a result, Logan County was designated as a Severe Drought area on June 19th.",CSV
201206,19,0,201206,30,2359,65622,392926,ILLINOIS,17,2012,June,Drought,Z,41,MASON,ILX,6/19/2012 0:00,CST-6,6/30/2012 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"An extended period of dry weather continued to worsen across central and southeast Illinois during the month of June...with most locations reporting monthly rainfall deficits of 2 to 4 inches.  Due to an abnormally warm and dry spring, yearly rainfall deficits since January 1st grew to as much as 5 to 10 inches in June.  The prolonged period of dry weather caused many locations along and south of I-72 to become classified in severe drought conditions (D2).","Very warm and dry conditions developed across Mason County in June. Rainfall in Havana totaled 2.87, which was 1.88 below normal.  The yearly rainfall deficit since January 1st reached 9.17.  As a result, Mason County was designated as a Severe Drought area on June 19th.",CSV
201206,19,0,201206,30,2359,65622,392930,ILLINOIS,17,2012,June,Drought,Z,72,RICHLAND,ILX,6/19/2012 0:00,CST-6,6/30/2012 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"An extended period of dry weather continued to worsen across central and southeast Illinois during the month of June...with most locations reporting monthly rainfall deficits of 2 to 4 inches.  Due to an abnormally warm and dry spring, yearly rainfall deficits since January 1st grew to as much as 5 to 10 inches in June.  The prolonged period of dry weather caused many locations along and south of I-72 to become classified in severe drought conditions (D2).","Very warm and dry conditions developed across Richland County in June. Rainfall in Olney totaled just 0.54, making it the second driest June on record.  As a result, Richland County was designated as a Severe Drought area on June 19th.",CSV
201206,19,0,201206,30,2359,65622,392931,ILLINOIS,17,2012,June,Drought,Z,37,TAZEWELL,ILX,6/19/2012 0:00,CST-6,6/30/2012 23:59,0,0,0,0,0.00K,0.00K,Drought Monitor,,,,,,,,,,,,,,,,,,,,,,"An extended period of dry weather continued to worsen across central and southeast Illinois during the month of June...with most locations reporting monthly rainfall deficits of 2 to 4 inches.  Due to an abnormally warm and dry spring, yearly rainfall deficits since January 1st grew to as much as 5 to 10 inches in June.  The prolonged period of dry weather caused many locations along and south of I-72 to become classified in severe drought conditions (D2).","Very warm and dry conditions developed across Tazewell County in June. While monthly rainfall was only about 1 inch below normal, yearly deficits since January 1st were between 6 and 8 inches.  The flow along the Mackinaw River at Green Valley dropped into the 11th percentile.  As a result, Tazewell County was designated as a Severe Drought area on June 19th.",CSV
